,Unnamed:_0,ExpDate,StrikePrice,Ticker,Type,Last,Chg,Bid,Ask,Vol,Open_Int,Delta,Gamma,Rho,Theta,Vega,Implied_volatility,currentDate,Underlaying_asset_price,Expiration_Date,compute_iv
783,7040,24-Feb-17,119.5,TLT,Put,0.36,-0.27,0.36,0.4,1555.0,360.0,-0.29294000000000003,0.16660999999999998,-0.00565,-0.05715,0.0623,0.10537,2/17/2017,120.32,0.019164956,0.10854501383701937
784,7042,24-Feb-17,120.5,TLT,Put,0.8,-0.47,0.78,0.83,1177.0,322.0,-0.47254,0.20843000000000006,-0.0083,-0.06493,0.06402000000000001,0.11668,2/17/2017,120.32,0.019164956,0.11180920158606074
785,7046,24-Feb-17,124.0,TLT,Put,3.65,-0.36,3.6,3.75,20.0,89.0,-0.8407399999999999,0.07794,-0.01252,-0.0563,0.04396,0.12281,2/17/2017,120.32,0.019164956,0.1270859552508204
786,7049,3-Mar-17,117.0,TLT,Call,3.65,0.35,3.35,3.55,3.0,76.0,1.0,0.0,0.04425,-0.01788,0.0,0.1325,2/17/2017,120.32,0.038329911,0.13125150462986035
787,7059,3-Mar-17,119.0,TLT,Call,1.83,0.41,1.78,1.84,54.0,15498.0,0.94722,0.09961,0.04268,-0.02232,0.03602,0.09781,2/17/2017,120.32,0.038329911,0.09900943243820859
788,7061,3-Mar-17,120.0,TLT,Call,1.17,0.25,1.17,1.2,225.0,2716.0,0.68545,0.22618,0.0311,-0.035789999999999995,0.08645,0.09603,2/17/2017,120.32,0.038329911,0.098408407073012
789,7063,3-Mar-17,121.0,TLT,Call,0.72,0.14,0.7,0.74,6993.0,5408.0,0.46365,0.18762,0.02106,-0.04417,0.09276,0.10152,2/17/2017,120.32,0.038329911,0.1026142587111132
790,7064,3-Mar-17,121.5,TLT,Call,0.54,0.28,0.53,0.57,70.0,532.0,0.36327,0.18877,0.016569999999999998,-0.0382,0.09545,0.10208,2/17/2017,120.32,0.038329911,0.10309149555764283
791,7065,3-Mar-17,122.0,TLT,Call,0.38,0.07,0.39,0.43,156.0,443.0,0.25862,0.17955,0.01187,-0.03004,0.06609,0.0993,2/17/2017,120.32,0.038329911,0.10148149874548015
792,7070,3-Mar-17,125.5,TLT,Call,0.06,0.02,0.04,0.06,131.0,245.0,0.054320000000000014,0.03743,0.00249,-0.01364,0.02998,0.12428,2/17/2017,120.32,0.038329911,0.12569693444599042
793,7072,3-Mar-17,126.5,TLT,Call,0.04,0.02,0.02,0.04,1.0,130.0,0.023780000000000003,0.0,0.00109,-0.0075,0.0282,0.13024000000000002,2/17/2017,120.32,0.038329911,0.1345284038361242
794,7076,10-Mar-17,119.0,TLT,Call,1.98,0.38,1.97,2.03,132.0,126.0,0.8507899999999999,0.13166,0.05764,-0.02702,0.06345,0.0903,2/17/2017,120.32,0.05749486700000001,0.09139434376236649
795,7077,10-Mar-17,119.5,TLT,Call,1.76,0.74,1.65,1.74,15.0,136.0,0.77035,0.16476,0.05239,-0.03025,0.10089,0.10021,2/17/2017,120.32,0.05749486700000001,0.10266352862283033
796,7078,10-Mar-17,120.0,TLT,Call,1.39,0.28,1.39,1.43,267.0,418.0,0.6661100000000001,0.18079,0.04542,-0.03259,0.1061,0.09946,2/17/2017,120.32,0.05749486700000001,0.09636754901517197
797,7081,10-Mar-17,121.5,TLT,Call,0.79,0.17,0.75,0.79,759.0,2849.0,0.41573,0.14608,0.02843,-0.03635,0.11612,0.10772,2/17/2017,120.32,0.05749486700000001,0.105062673068374
798,7082,10-Mar-17,122.0,TLT,Call,0.59,0.1,0.6,0.63,163.0,699.0,0.32538,0.15338,0.02241,-0.030930000000000006,0.12005,0.102,2/17/2017,120.32,0.05749486700000001,0.10211127538773297
799,7090,10-Mar-17,126.0,TLT,Call,0.1,0.01,0.09,0.11,23.0,117.0,0.05631,0.03517,0.0039,-0.01046,0.03847,0.12653,2/17/2017,120.32,0.05749486700000001,0.12166506787631574
800,7100,17-Mar-17,118.0,TLT,Call,2.88,0.44,2.85,2.93,90.0,1939.0,0.99605,0.01018,0.08914,-0.0182,0.01047,0.08725,2/17/2017,120.32,0.076659822,0.08734320537500245
801,7106,17-Mar-17,124.0,TLT,Call,0.39,0.09,0.38,0.41,239.0,9034.0,0.19458,0.08213,0.01788,-0.02224,0.09822,0.11666,2/17/2017,120.32,0.076659822,0.1129083555976527
802,7109,17-Mar-17,127.0,TLT,Call,0.13,0.05,0.1,0.14,12.0,7158.0,0.0811,0.03622,0.00746,-0.01417,0.04392,0.12961,2/17/2017,120.32,0.076659822,0.12572820509691984
803,7110,17-Mar-17,128.0,TLT,Call,0.09,0.01,0.07,0.11,63.0,12068.0,0.05285,0.02504,0.00487,-0.00991,0.04498,0.13119,2/17/2017,120.32,0.076659822,0.12973152497495657
804,7111,17-Mar-17,130.0,TLT,Call,0.06,0.02,0.03,0.06,33.0,15877.0,0.02451,0.0,0.0022600000000000003,-0.006,0.03896,0.14215999999999998,2/17/2017,120.32,0.076659822,0.14504870492572805
805,7112,17-Mar-17,131.0,TLT,Call,0.04,0.02,0.02,0.06,2.0,1838.0,0.03752,0.01461,0.00343,-0.00962,0.04422,0.14627,2/17/2017,120.32,0.076659822,0.14719948553739082
806,7117,24-Mar-17,121.0,TLT,Call,1.34,0.07,1.33,1.38,14.0,134.0,0.51907,0.11937,0.058920000000000014,-0.03243,0.14579,0.09832,2/17/2017,120.32,0.095824778,0.10084546628721637
807,7119,24-Mar-17,122.0,TLT,Call,0.99,0.23,0.97,1.01,19.0,254.0,0.40686,0.11115,0.04637,-0.02989,0.1525,0.10208,2/17/2017,120.32,0.095824778,0.10480952170353008
808,7121,24-Mar-17,123.0,TLT,Call,0.68,0.03,0.69,0.73,23.0,333.0,0.26973,0.11365,0.031180000000000006,-0.0212,0.10999,0.10084,2/17/2017,120.32,0.095824778,0.10519102824894408
809,7129,24-Mar-17,128.0,TLT,Call,0.12,0.02,0.11,0.13,26.0,13.0,0.04385,0.02272,0.0051,-0.006670000000000001,0.05339,0.12422,2/17/2017,120.32,0.095824778,0.12226309213205883
810,7130,24-Mar-17,129.0,TLT,Call,0.1,-0.07,0.08,0.1,1.0,3.0,0.04804,0.02109,0.00555,-0.00815,0.051910000000000005,0.12561,2/17/2017,120.32,0.095824778,0.12975002667547722
811,7131,3-Mar-17,114.0,TLT,Put,0.03,-0.02,0.01,0.04,31.0,427.0,-0.0134,0.01053,-0.0006,-0.00443,0.00783,0.14247,2/17/2017,120.32,0.038329911,0.14279144784745787
812,7140,3-Mar-17,119.5,TLT,Put,0.78,-0.22,0.79,0.84,6840.0,1590.0,-0.34471,0.12187,-0.01369,-0.04161,0.08865,0.12426,2/17/2017,120.32,0.038329911,0.12802625585896696
813,7142,3-Mar-17,120.5,TLT,Put,1.34,-0.21,1.27,1.33,39.0,262.0,-0.47359,0.11473,-0.01677,-0.05803,0.09095,0.13675,2/17/2017,120.32,0.038329911,0.1403498727215157
814,7143,3-Mar-17,121.0,TLT,Put,1.54,-0.47,1.57,1.64,16.0,93.0,-0.53022,0.12398,-0.01877,-0.04923,0.09196,0.13021,2/17/2017,120.32,0.038329911,0.13282033789176725
815,7144,3-Mar-17,121.5,TLT,Put,1.9,-0.46,1.9,1.98,5.0,70.0,-0.5826,0.11424,-0.02035,-0.04929,0.09284,0.13591,2/17/2017,120.32,0.038329911,0.13931606552001022
816,7145,3-Mar-17,122.0,TLT,Put,2.35,-1.24,2.23,2.35,5.0,220.0,-0.60641,0.08946,-0.02176,-0.06196,0.09303,0.15178,2/17/2017,120.32,0.038329911,0.15354067763201443
817,7150,10-Mar-17,112.0,TLT,Put,0.03,0.02,0.02,0.04,184.0,55.0,-0.01313,0.00784,-0.0008900000000000002,-0.0038,0.00933,0.15342999999999998,2/17/2017,120.32,0.05749486700000001,0.14869285152670028
818,7151,10-Mar-17,114.0,TLT,Put,0.08,-0.02,0.06,0.09,11.0,220.0,-0.07077,0.02829,-0.00469,-0.01785,0.03543,0.14474,2/17/2017,120.32,0.05749486700000001,0.1402178519182734
819,7155,10-Mar-17,116.0,TLT,Put,0.22,-0.02,0.19,0.22,63.0,526.0,-0.14309000000000002,0.049260000000000005,-0.00916,-0.02604,0.06816,0.13671,2/17/2017,120.32,0.05749486700000001,0.13464395608997745
820,7156,10-Mar-17,117.0,TLT,Put,0.37,-0.09,0.34,0.36,12.0,240.0,-0.19405,0.06226,-0.01254,-0.032139999999999995,0.06963,0.1297,2/17/2017,120.32,0.05749486700000001,0.13459201480771307
821,7158,10-Mar-17,118.0,TLT,Put,0.54,-0.17,0.55,0.57,2.0,1124.0,-0.23503,0.08005,-0.0134,-0.03245,0.10527,0.13238,2/17/2017,120.32,0.05749486700000001,0.12906579517827818
822,7167,17-Mar-17,112.0,TLT,Put,0.05,-0.02,0.04,0.07,64.0,3494.0,-0.02061,0.01047,-0.00172,-0.00443,0.03001,0.14501,2/17/2017,120.32,0.076659822,0.14063834274056328
823,7170,17-Mar-17,115.0,TLT,Put,0.22,-0.03,0.2,0.24,1740.0,45490.0,-0.09681,0.03672,-0.00792,-0.0153,0.07546,0.13896,2/17/2017,120.32,0.076659822,0.1363055248367706
824,7171,17-Mar-17,116.0,TLT,Put,0.34,-0.07,0.31,0.36,180.0,5214.0,-0.14112,0.04847,-0.01204,-0.01898,0.07699,0.13201,2/17/2017,120.32,0.076659822,0.1349401398662562
825,7172,17-Mar-17,117.0,TLT,Put,0.5,-0.11,0.49,0.53,1036.0,6500.0,-0.21809,0.05908,-0.01737,-0.03036,0.09652,0.13685999999999998,2/17/2017,120.32,0.076659822,0.13254482284590613
826,7174,17-Mar-17,119.0,TLT,Put,1.09,-0.26,1.1,1.13,2591.0,8648.0,-0.35742,0.07153,-0.02912,-0.03569,0.12522,0.13765,2/17/2017,120.32,0.076659822,0.13438110905273584
827,7175,17-Mar-17,120.0,TLT,Put,1.52,-0.37,1.52,1.57,6147.0,11046.0,-0.42503,0.08354,-0.03157,-0.03509,0.12734,0.13267,2/17/2017,120.32,0.076659822,0.1359472440555073
828,7176,17-Mar-17,121.0,TLT,Put,2.07,-0.23,2.07,2.12,267.0,13156.0,-0.50648,0.08678,-0.03481,-0.03455,0.1301,0.14176,2/17/2017,120.32,0.076659822,0.13988390256657982
829,7194,24-Mar-17,115.5,TLT,Put,0.36,-0.02,0.34,0.37,14.0,250.0,-0.16934000000000002,0.0435,-0.01821,-0.02207,0.0872,0.13147,2/17/2017,120.32,0.095824778,0.1332817937294837
830,7196,24-Mar-17,117.0,TLT,Put,0.63,-0.12,0.61,0.65,21.0,119.0,-0.20906,0.05894,-0.02076,-0.02238,0.09935,0.1322,2/17/2017,120.32,0.095824778,0.1320622199853189
831,7201,24-Mar-17,120.0,TLT,Put,1.74,-0.08,1.67,1.73,8.0,67.0,-0.4189100000000001,0.08635,-0.03884,-0.02617,0.1419,0.14289000000000002,2/17/2017,120.32,0.095824778,0.13870595346934822
832,7224,21-Apr-17,130.0,TLT,Call,0.21,0.05,0.17,0.2,1.0,1032.0,0.05369,0.02084,0.01132,-0.00583,0.07833999999999999,0.11864,2/17/2017,120.32,0.1724846,0.12075598138009094
833,7225,21-Apr-17,132.0,TLT,Call,0.11,0.01,0.1,0.12,4.0,313.0,0.04411,0.01531,0.00924,-0.0057,0.07642,0.12109,2/17/2017,120.32,0.1724846,0.12217762209307259
834,7226,21-Apr-17,109.0,TLT,Put,0.11,-0.01,0.09,0.11,6.0,190.0,-0.05898,0.01404,-0.0118,-0.00847,0.04681,0.14511,2/17/2017,120.32,0.1724846,0.14313298026792645
835,7228,21-Apr-17,112.0,TLT,Put,0.29,-0.02,0.24,0.28,237.0,30272.0,-0.08136,0.02164,-0.0149,-0.00869,0.10509,0.14153,2/17/2017,120.32,0.1724846,0.13965710780883925
836,7229,21-Apr-17,113.0,TLT,Put,0.37,-0.03,0.34,0.38,477.0,15758.0,-0.10903,0.026660000000000003,-0.02071,-0.01017,0.10721,0.13675,2/17/2017,120.32,0.1724846,0.13639861025635744
837,7232,21-Apr-17,116.0,TLT,Put,0.91,-0.1,0.87,0.92,108.0,1834.0,-0.21416,0.0438,-0.03609,-0.01672,0.17365999999999998,0.14222,2/17/2017,120.32,0.1724846,0.1373735426267385
838,7237,21-Apr-17,121.0,TLT,Put,2.75,-0.48,2.91,2.99,1.0,371.0,-0.48204,0.05841,-0.07392,-0.02147,0.19373,0.13591,2/17/2017,120.32,0.1724846,0.13653650693033337
839,7239,21-Apr-17,123.0,TLT,Put,4.1,-0.42,4.2,4.35,1.0,182.0,-0.59648,0.06038,-0.08802,-0.01792,0.19759,0.14768,2/17/2017,120.32,0.1724846,0.14754838437384699
840,7248,19-May-17,122.0,TLT,Call,2.05,0.46,2.01,2.07,96.0,7353.0,0.50627,0.08974,0.15050999999999998,-0.02036,0.24537,0.09835,2/17/2017,120.32,0.249144422,0.10053421722891241
841,7250,19-May-17,124.0,TLT,Call,1.4,0.19,1.39,1.43,23.0,8604.0,0.36591,0.07134,0.10901,-0.02024,0.26443,0.10112,2/17/2017,120.32,0.249144422,0.10500552492391918
842,7260,19-May-17,121.0,TLT,Put,3.8,-0.59,3.65,3.8,60.0,57.0,-0.4703600000000001,0.0462,-0.10111,-0.01827,0.23223,0.16097999999999998,2/17/2017,120.32,0.249144422,0.16336881208879125
843,7270,16-Jun-17,125.0,TLT,Call,1.54,0.1,1.51,1.57,20.0,2096.0,0.33522,0.06755,0.13191,-0.01586,0.21807,0.10729,2/17/2017,120.32,0.325804244,0.10633294411692772
844,7273,16-Jun-17,130.0,TLT,Call,0.67,0.04,0.64,0.71,10.0,30352.0,0.14355,0.03413,0.05695,-0.0103,0.21264,0.11668,2/17/2017,120.32,0.325804244,0.11663711096379846
845,7278,16-Jun-17,115.0,TLT,Put,1.7,-0.11,1.67,1.73,514.0,2620.0,-0.2582,0.02918,-0.08698,-0.01416,0.23868000000000006,0.15988,2/17/2017,120.32,0.325804244,0.155668381554052
846,7285,16-Jun-17,125.0,TLT,Put,6.8,-0.4,7.0,7.15,2.0,525.0,-0.57005,0.029910000000000006,-0.16573,-0.01989,0.2724,0.17365999999999998,2/17/2017,120.32,0.325804244,0.17542655391433132
847,7289,15-Sep-17,121.0,TLT,Call,3.92,0.07,3.9,4.0,1.0,153.0,0.73219,0.07324,0.49946,-0.01737,0.30085,0.0836,2/17/2017,120.32,0.574948665,0.08781772722038204
848,7292,15-Sep-17,117.0,TLT,Put,3.95,-0.75,3.85,3.95,6.0,101.0,-0.33893,0.02491,-0.19583,-0.01122,0.32794,0.1772,2/17/2017,120.32,0.574948665,0.17586117545388802
849,7299,19-Jan-18,123.0,TLT,Call,4.35,-0.75,4.25,4.45,2.0,861.0,0.63205,0.04116,0.66868,-0.0169,0.44023,0.08337,2/17/2017,120.32,0.919917864,0.08730574501629342
850,7307,19-Jan-18,119.0,TLT,Put,6.68,-0.22,6.65,6.75,2.0,1650.0,-0.38497,0.02231,-0.31125,-0.0085,0.41968,0.19237,2/17/2017,120.32,0.919917864,0.19451449001080892
851,7321,17-Mar-17,62.0,ACWI,Call,0.7,-0.19,0.6,0.9,77.0,5447.0,0.6705399999999999,0.26251,0.03155,-0.016669999999999997,0.06333,0.05049,2/17/2017,62.419998,0.076659822,0.0508569581478753
852,7337,24-Feb-17,287.5,IBB,Call,7.54,0.99,7.3,7.8,18.0,194.0,0.71595,0.03205,0.03784,-0.3445,0.15248,0.16671,2/17/2017,294.350006,0.019164956,0.16799947287610734
853,7347,24-Feb-17,280.0,IBB,Put,0.15,-0.35,0.05,0.2,67.0,97.0,-0.02386,0.00774,-0.0012,-0.03237,0.04074,0.21129,2/17/2017,294.350006,0.019164956,0.2131695776840362
854,7374,10-Mar-17,305.0,IBB,Call,1.65,-0.85,1.45,1.8,36.0,6.0,0.17973,0.02292,0.02969,-0.08906,0.19785,0.17831,2/17/2017,294.350006,0.05749486700000001,0.18243118094829383
855,7378,17-Mar-17,280.0,IBB,Call,16.1,1.5,16.3,16.9,9.0,4489.0,0.7961,0.016130000000000002,0.16548,-0.14345,0.19575,0.18021,2/17/2017,294.350006,0.076659822,0.18127388268604622
856,7392,3-Mar-17,267.5,IBB,Put,0.26,-0.04,0.05,0.4,10.0,43.0,-0.01674,0.0030800000000000003,-0.00165,-0.02357,0.05288,0.28734,2/17/2017,294.350006,0.038329911,0.28445026647205623
857,7396,3-Mar-17,285.0,IBB,Put,1.4,-0.6,1.15,1.4,58.0,472.0,-0.19321,0.02772,-0.02021,-0.10953,0.14006,0.20552,2/17/2017,294.350006,0.038329911,0.21014332941450897
858,7397,3-Mar-17,290.0,IBB,Put,3.0,-2.05,2.3,3.2,2.0,35.0,-0.36745,0.03533,-0.03612,-0.15519000000000002,0.21747,0.21527,2/17/2017,294.350006,0.038329911,0.2190881271937337
859,7399,10-Mar-17,265.0,IBB,Put,0.57,-1.7,0.1,0.7,10.0,10.0,-0.04281,0.00502,-0.006959999999999999,-0.04189,0.06861,0.29564,2/17/2017,294.350006,0.05749486700000001,0.29546780161129543
860,7404,10-Mar-17,295.0,IBB,Put,5.8,-1.07,5.4,6.2,10.0,2.0,-0.5372899999999999,0.03573,-0.07076,-0.11098,0.27525,0.20752,2/17/2017,294.350006,0.05749486700000001,0.20343361563910528
861,7416,17-Mar-17,295.0,IBB,Put,6.8,-2.87,6.6,7.0,7.0,524.0,-0.52559,0.03123,-0.08977,-0.09481,0.31769000000000003,0.21088,2/17/2017,294.350006,0.076659822,0.20961108703167994
862,7421,16-Jun-17,275.0,IBB,Call,27.64,0.96,27.3,28.0,14.0,205.0,0.76265,0.0089,0.63864,-0.08413999999999999,0.57926,0.21999,2/17/2017,294.350006,0.325804244,0.21642888113544184
863,7423,16-Jun-17,285.0,IBB,Call,20.66,0.96,20.6,21.1,56.0,501.0,0.68079,0.01215,0.5898100000000001,-0.07923,0.603,0.20737,2/17/2017,294.350006,0.325804244,0.20972544586699957
864,7431,16-Jun-17,265.0,IBB,Put,5.91,0.01,5.3,5.7,1.0,222.0,-0.20738,0.00672,-0.17154,-0.05789,0.57021,0.27957,2/17/2017,294.350006,0.325804244,0.2752579636647581
865,7445,15-Sep-17,300.0,IBB,Call,17.72,-1.51,17.6,18.8,90.0,91.0,0.54411,0.008870000000000001,0.81284,-0.07222,0.86811,0.20388,2/17/2017,294.350006,0.574948665,0.20193469358280672
866,7446,15-Sep-17,305.0,IBB,Call,15.9,1.7,15.3,16.4,26.0,14.0,0.49753,0.00946,0.75473,-0.06647,0.8961600000000001,0.21046,2/17/2017,294.350006,0.574948665,0.2059756597631425
867,7454,19-Jan-18,320.0,IBB,Call,16.16,-0.64,15.5,16.3,225.0,81.0,0.45478,0.00678,1.06701,-0.05781,1.19078,0.20737,2/17/2017,294.350006,0.919917864,0.20467718254892422
868,7475,17-Mar-17,105.0,JBHT,Call,0.46,0.06,0.4,0.55,2.0,114.0,0.20811,0.06978,0.01591,-0.02717,0.07975,0.14963,2/17/2017,101.040001,0.076659822,0.15090503448015694
869,7524,3-Mar-17,29.5,JD,Call,1.16,-0.25,1.16,1.22,9.0,35.0,0.59943,0.18116,0.006370000000000001,-0.03777,0.02235,0.40946,2/17/2017,29.85,0.038329911,0.41273538147094396
870,7529,10-Mar-17,28.5,JD,Call,1.99,0.58,1.9,1.96,5.0,15.0,0.73852,0.12842,0.01151,-0.0271,0.0266,0.4128,2/17/2017,29.85,0.05749486700000001,0.4157176920877405
871,7530,10-Mar-17,29.0,JD,Call,1.56,0.09,1.5,1.64,100.0,61.0,0.66751,0.14222,0.01049,-0.02853,0.02699,0.37746,2/17/2017,29.85,0.05749486700000001,0.37320942388975387
872,7539,24-Mar-17,27.5,JD,Call,2.75,-0.45,2.77,2.86,4.0,5.0,0.8487399999999999,0.08879,0.02157,-0.013669999999999998,0.02178,0.32755,2/17/2017,29.85,0.095824778,0.3254555883720895
873,7541,24-Mar-17,31.0,JD,Call,0.83,0.18,0.81,0.86,2.0,30.0,0.4179,0.11655,0.011,-0.02346,0.03687,0.34808,2/17/2017,29.85,0.095824778,0.34450141178565186
874,7549,17-Mar-17,28.0,JD,Put,0.5,0.09,0.48,0.5,488.0,1475.0,-0.25281,0.0966,-0.00512,-0.02236,0.0304,0.38618,2/17/2017,29.85,0.076659822,0.38474332766762015
875,7554,24-Mar-17,27.5,JD,Put,0.41,-0.15,0.42,0.48,10.0,69.0,-0.19257,0.08743,-0.0054,-0.01407,0.02218,0.35619,2/17/2017,29.85,0.095824778,0.3601876944750641
876,7559,16-Jun-17,32.0,JD,Call,1.47,-0.19,1.47,1.51,528.0,2400.0,0.43487,0.06899,0.03692,-0.01262,0.06949,0.32752,2/17/2017,29.85,0.325804244,0.3248229832467584
877,7570,17-Mar-17,21.0,JBLU,Put,1.25,-0.35,1.15,1.3,30.0,837.0,-0.68588,0.22404,-0.00797,-0.01097,0.02186,0.32934,2/17/2017,20.110001,0.076659822,0.33340344396900673
878,7574,16-Jun-17,21.0,JBLU,Call,1.0,0.03,1.05,1.2,19.0,3133.0,0.47349,0.11077,0.02703,-0.00827,0.04579,0.28312,2/17/2017,20.110001,0.325804244,0.28257324056677047
879,7575,16-Jun-17,22.0,JBLU,Call,0.75,0.09,0.75,0.85,100.0,6441.0,0.36582,0.10784,0.0213,-0.00757,0.048,0.30272,2/17/2017,20.110001,0.325804244,0.30135964180058716
880,7578,16-Jun-17,21.0,JBLU,Put,1.95,-0.15,1.9,2.1,10.0,185.0,-0.5348,0.10798,-0.03026,-0.00606,0.04554,0.34058,2/17/2017,20.110001,0.325804244,0.3405767427304799
881,7579,16-Jun-17,22.0,JBLU,Put,2.68,-0.15,2.55,2.8,28.0,157.0,-0.63636,0.10673,-0.03435,-0.00556,0.04634,0.36421,2/17/2017,20.110001,0.325804244,0.35996234013758116
