,Unnamed:_0,ExpDate,StrikePrice,Ticker,Type,Last,Chg,Bid,Ask,Vol,Open_Int,Delta,Gamma,Rho,Theta,Vega,Implied_volatility,currentDate,Underlaying_asset_price,Expiration_Date,compute_iv
657,5825,17-Mar-17,34.0,FTNT,Put,0.2,-0.04,0.15,0.3,5.0,234.0,-0.10064,0.04426,-0.00274,-0.01419,0.02476,0.31876,2/17/2017,37.459999,0.076659822,0.3160455832439083
658,5835,16-Jun-17,34.0,FTNT,Put,1.5,0.15,1.3,1.55,2.0,94.0,-0.23679,0.0367,-0.02841,-0.01194,0.07617,0.37674,2/17/2017,37.459999,0.325804244,0.37459324962243074
659,5838,19-Jan-18,40.0,FTNT,Call,3.9,-0.3,3.2,4.3,2.0,806.0,0.55991,0.04355,0.16369,-0.00908,0.14365999999999998,0.31426,2/17/2017,37.459999,0.919917864,0.315319410227839
660,5878,16-Jun-17,22.0,FOSL,Call,1.88,0.28,1.85,2.0,2.0,29.0,0.61269,0.08142,0.0372,-0.01101,0.04818,0.49621,2/17/2017,20.73,0.325804244,0.49144166999201805
661,5883,15-Sep-17,21.0,FOSL,Call,3.1,0.75,2.95,3.4,5.0,132.0,0.6811,0.053620000000000015,0.06627999999999999,-0.00842,0.06084,0.48871,2/17/2017,20.73,0.574948665,0.4910881981409947
662,5896,17-Mar-17,15.0,RAIL,Call,0.55,-0.15,0.5,0.75,58.0,745.0,0.42887,0.1827,0.0042,-0.01839,0.015780000000000002,0.43903,2/17/2017,14.62,0.076659822,0.43445160683955425
663,5902,19-May-17,3.0,FTR,Put,0.2,0.02,0.15,0.25,586.0,1741.0,-0.30227,0.40747,-0.00255,-0.00176,0.00591,0.53937,2/17/2017,3.29,0.249144422,0.5358714736511943
664,5925,17-Mar-17,20.0,GNTX,Call,0.91,0.13,0.85,0.95,14.0,1263.0,0.98925,0.02935,0.014980000000000004,-0.0035700000000000007,0.00135,0.22358000000000006,2/17/2017,20.620001,0.076659822,0.22731960247176197
665,5951,24-Feb-17,72.5,GILD,Call,0.12,-0.07,0.09,0.13,41.0,134.0,0.11593,0.10088,0.00151,-0.0338,0.02625,0.21738,2/17/2017,69.849998,0.019164956,0.21967472675804908
666,5955,24-Feb-17,74.0,GILD,Call,0.05,-0.04,0.03,0.06,25.0,438.0,0.05732,0.04794,0.00074,-0.02276,0.01142,0.24997,2/17/2017,69.849998,0.019164956,0.2488043341018842
667,5960,24-Feb-17,75.5,GILD,Call,0.04,0.01,0.01,0.07,4.0,50.0,0.03576,0.02648,0.00046,-0.01885,0.01149,0.30709000000000003,2/17/2017,69.849998,0.019164956,0.3040581250073139
668,5987,3-Mar-17,70.5,GILD,Call,0.85,-0.21,0.81,0.86,285.0,160.0,0.46238,0.1549,0.01197,-0.04864,0.05354,0.198,2/17/2017,69.849998,0.038329911,0.20290229649181088
669,5990,3-Mar-17,72.0,GILD,Call,0.39,-0.14,0.37,0.41,105.0,300.0,0.23021,0.13242,0.00603,-0.032260000000000004,0.03735,0.20277,2/17/2017,69.849998,0.038329911,0.20539345594124184
670,5992,3-Mar-17,73.0,GILD,Call,0.24,-0.1,0.22,0.25,60.0,327.0,0.13019,0.08766,0.0034200000000000003,-0.02275,0.03826,0.21158,2/17/2017,69.849998,0.038329911,0.2148228187616384
671,6004,10-Mar-17,70.0,GILD,Call,1.35,-0.18,1.28,1.34,63.0,301.0,0.54197,0.1408,0.02101,-0.03988,0.06477000000000001,0.20378,2/17/2017,69.849998,0.05749486700000001,0.20421000565854167
672,6010,10-Mar-17,73.5,GILD,Call,0.34,-0.06,0.28,0.33,23.0,642.0,0.1577,0.07829,0.00621,-0.02177,0.04736,0.21706,2/17/2017,69.849998,0.05749486700000001,0.2161579473037864
673,6018,24-Mar-17,64.0,GILD,Call,6.14,2.69,5.75,6.8,1.0,1.0,1.0,0.0,0.06068,-0.00976,0.0,0.18786,2/17/2017,69.849998,0.095824778,0.19014116350124982
674,6036,24-Mar-17,75.5,GILD,Call,0.29,-0.02,0.21,0.3,2.0,74.0,0.10667,0.04765,0.00702,-0.01374,0.05608,0.2133,2/17/2017,69.849998,0.095824778,0.20971863876882738
675,6039,3-Mar-17,66.5,GILD,Put,0.18,-0.04,0.16,0.19,2.0,92.0,-0.12794,0.06258999999999999,-0.00314,-0.02752,0.03304,0.21872,2/17/2017,69.849998,0.038329911,0.2215736527308576
676,6041,3-Mar-17,67.5,GILD,Put,0.28,-0.01,0.29,0.33,18.0,477.0,-0.19894,0.08764,-0.00507,-0.03671,0.03363,0.20758,2/17/2017,69.849998,0.038329911,0.20329646856017727
677,6044,3-Mar-17,69.0,GILD,Put,0.71,0.06,0.68,0.73,73.0,341.0,-0.35868,0.11272,-0.0086,-0.04865,0.05197,0.2099,2/17/2017,69.849998,0.038329911,0.20548344309160058
678,6047,3-Mar-17,70.5,GILD,Put,1.43,0.03,1.39,1.46,17.0,94.0,-0.53176,0.12404,-0.01119,-0.051370000000000006,0.05343,0.20991,2/17/2017,69.849998,0.038329911,0.20495626844315126
679,6056,10-Mar-17,66.5,GILD,Put,0.3,0.01,0.28,0.33,12.0,68.0,-0.17060999999999998,0.06327999999999999,-0.006520000000000001,-0.02674,0.04047,0.2128,2/17/2017,69.849998,0.05749486700000001,0.21504038716010354
680,6062,10-Mar-17,70.5,GILD,Put,1.6,-0.15,1.62,1.69,7.0,55.0,-0.5304800000000001,0.13218,-0.01669,-0.03075,0.06564,0.20082,2/17/2017,69.849998,0.05749486700000001,0.1966678402926622
681,6076,17-Mar-17,70.0,GILD,Put,1.85,0.17,1.85,1.92,2178.0,7978.0,-0.46824,0.09076,-0.0196,-0.03665,0.07489,0.21872,2/17/2017,69.849998,0.095824778,0.217525324599199
682,6084,17-Mar-17,72.5,GILD,Put,3.58,0.28,3.55,3.7,136.0,6210.0,-0.65274,0.0739,-0.02859,-0.03463,0.07741,0.27022,2/17/2017,69.849998,0.076659822,0.26876848933839453
683,6089,24-Mar-17,70.5,GILD,Put,2.2,-0.01,2.22,2.39,10.0,124.0,-0.50231,0.079,-0.026660000000000003,-0.03192,0.08444,0.22263,2/17/2017,69.849998,0.095824778,0.22747407888385876
684,6090,24-Mar-17,72.0,GILD,Put,3.25,0.12,3.25,3.45,6.0,26.0,-0.5817899999999999,0.06099,-0.03266,-0.0374,0.08609,0.24757,2/17/2017,69.849998,0.095824778,0.24468385763425532
685,6096,21-Apr-17,75.0,GILD,Call,0.67,-0.08,0.65,0.69,324.0,1822.0,0.24047,0.05672000000000001,0.02796,-0.0183,0.08421000000000001,0.18892,2/17/2017,69.849998,0.1724846,0.193284034630595
686,6102,19-May-17,67.5,GILD,Call,4.5,-0.22,4.45,4.55,28.0,3108.0,0.7410100000000001,0.05862000000000001,0.11894,-0.01885,0.12266,0.2066,2/17/2017,69.849998,0.249144422,0.20925241087311713
687,6108,19-May-17,70.0,GILD,Put,3.54,0.15,3.5,3.6,118.0,8527.0,-0.45063,0.04549,-0.06337999999999999,-0.0211,0.13452999999999998,0.26947,2/17/2017,69.849998,0.249144422,0.2685563118977547
688,6118,16-Jun-17,70.0,GILD,Put,4.12,0.14,4.1,4.25,118.0,9249.0,-0.4434,0.03539,-0.08388999999999999,-0.02053,0.15345,0.28086,2/17/2017,69.849998,0.325804244,0.27673029675932154
689,6125,18-Aug-17,75.0,GILD,Call,2.55,-0.14,2.45,2.6,70.0,2249.0,0.42216,0.035539999999999995,0.13241,-0.01781,0.20639,0.21091,2/17/2017,69.849998,0.498288843,0.2111439284781522
690,6157,17-Mar-17,2.0,GLUU,Put,0.1,0.05,0.05,0.15,20.0,1323.0,-0.36837,1.0,-0.00058,-0.0025,0.00217,0.57695,2/17/2017,2.06,0.076659822,0.5799630793217784
691,6176,19-May-17,22.5,GMLP,Call,1.8,0.24,1.75,1.9,1.0,153.0,0.6937399999999999,0.12357,0.03595,-0.00856,0.04256,0.21634,2/17/2017,23.67,0.249144422,0.21651636183601897
692,6187,3-Mar-17,10.0,GPRO,Call,0.07,-0.02,0.06,0.08,1.0,122.0,0.17623,0.36802,0.00059,-0.0076799999999999985,0.0049700000000000005,0.4107,2/17/2017,9.25,0.038329911,0.41063577403586116
693,6208,21-Apr-17,9.0,GPRO,Call,0.6,-0.07,0.58,0.67,540.0,2233.0,0.65292,0.37702,0.00941,-0.00419,0.01431,0.28989000000000004,2/17/2017,9.25,0.1724846,0.28920189198897966
694,6209,21-Apr-17,10.0,GPRO,Call,0.29,-0.03,0.26,0.3,65.0,6194.0,0.33847,0.2879,0.00494,-0.00488,0.01589,0.36118,2/17/2017,9.25,0.1724846,0.36060144383874926
695,6210,21-Apr-17,10.0,GPRO,Put,1.68,0.03,1.63,1.79,25.0,2349.0,-0.5113300000000001,0.12926,-0.00851,-0.01074,0.01532,0.8183199999999999,2/17/2017,9.25,0.1724846,0.8224037340822257
696,6244,21-Apr-17,4.5,GRPN,Call,0.45,0.01,0.43,0.47,513.0,5563.0,0.6345,0.45815,0.00433,-0.00328,0.007259999999999998,0.46827,2/17/2017,4.66,0.1724846,0.4642382872342582
697,6259,17-Mar-17,20.0,GPOR,Call,0.55,-0.15,0.45,0.55,199.0,580.0,0.6128600000000001,0.44683,0.00908,-0.00882,0.02112,0.35395,2/17/2017,19.48,0.076659822,0.35083015766940445
698,6262,21-Apr-17,20.0,GPOR,Put,1.45,0.25,1.35,1.5,9.0,888.0,-0.43392,0.10747,-0.01416,-0.01345,0.03207,0.3736,2/17/2017,19.48,0.1724846,0.37758083756680305
699,6266,17-Mar-17,130.0,GWPH,Call,4.5,-0.3,4.2,5.0,96.0,467.0,0.78928,0.05141,0.07676000000000001,-0.05214,0.08892,0.32318,2/17/2017,129.589996,0.076659822,0.3182157572396646
700,6275,19-May-17,135.0,GWPH,Call,6.9,-0.4,6.6,7.5,10.0,3834.0,0.5394899999999999,0.02885,0.16579000000000002,-0.04755,0.2593,0.34416,2/17/2017,129.589996,0.249144422,0.3407144094286797
701,6278,19-May-17,125.0,GWPH,Put,7.3,0.55,6.6,7.8,11.0,1501.0,-0.31935,0.01274,-0.10541,-0.05801,0.24356,0.38452,2/17/2017,129.589996,0.249144422,0.3892730508689486
702,6289,17-Mar-17,13.0,HALO,Call,0.6,0.05,0.55,0.75,183.0,1581.0,0.3332,0.11304000000000003,0.00227,-0.0262,0.0,0.5413399999999999,2/17/2017,12.61,0.076659822,0.5432070440096809
703,6291,16-Jun-17,12.0,HALO,Call,1.85,-0.27,1.8,2.1,324.0,137.0,0.55821,0.06498,0.01277,-0.01247,0.0,0.52078,2/17/2017,12.61,0.325804244,0.5248973338798959
704,6298,24-Feb-17,99.0,HAS,Call,0.8,0.2,0.65,0.95,15.0,88.0,0.0,0.0,0.0,0.0,0.0,0.18487,2/17/2017,98.5,0.019164956,0.18452693341970886
705,6306,24-Feb-17,98.0,HAS,Put,0.9,-0.45,0.75,1.1,30.0,80.0,-0.05269,0.00295,-0.00153,-0.33176,0.0,0.2134,2/17/2017,98.5,0.019164956,0.2132829585405192
706,6310,3-Mar-17,98.0,HAS,Call,1.75,-0.14,1.6,2.25,15.0,2.0,1.0,0.0,0.03706,-0.014980000000000004,0.0,0.18778,2/17/2017,98.5,0.038329911,0.18551985979456628
707,6314,17-Mar-17,95.0,HAS,Call,4.56,0.16,3.9,4.8,1.0,190.0,1.0,0.0,0.07203,-0.01449,0.0,0.20448,2/17/2017,98.5,0.076659822,0.208369484704123
708,6323,17-Mar-17,95.0,HAS,Put,0.95,-0.5,0.9,1.2,31.0,739.0,-0.07081,0.003,-0.00778,-0.13319,0.0,0.21872,2/17/2017,98.5,0.076659822,0.22088299351636756
709,6329,3-Mar-17,98.0,HAS,Put,1.33,-0.42,1.2,1.6,1.0,5.0,-0.06713999999999999,0.00324,-0.004,-0.23444,0.0,0.21262,2/17/2017,98.5,0.038329911,0.2109687308359948
710,6331,17-Mar-17,92.5,HAS,Put,0.6,-0.15,0.5,0.7,33.0,164.0,-0.03753,0.0021100000000000003,-0.00439,-0.06245,0.0341,0.24997,2/17/2017,98.5,0.076659822,0.24791902528710613
711,6336,21-Apr-17,95.0,HAS,Call,5.6,0.57,4.9,5.9,14.0,180.0,1.0,0.0,0.16187,-0.014430000000000004,0.0,0.19828,2/17/2017,98.5,0.1724846,0.20141075340562353
712,6347,21-Jul-17,97.5,HAS,Put,6.3,-0.1,5.6,6.8,4.0,32.0,-0.07814,0.00321,-0.04853,-0.02365,0.17997,0.29535,2/17/2017,98.5,0.421629021,0.2921637642380738
713,6356,21-Apr-17,55.0,HA,Call,1.2,0.05,1.0,1.3,1.0,233.0,0.27315,0.05904,0.0223,-0.02028,0.0592,0.33077,2/17/2017,50.299999,0.1724846,0.3322472661442958
714,6371,15-Sep-17,45.0,HQY,Call,4.1,-0.3,3.6,4.6,2.0,7.0,0.52985,0.03438,0.10551,-0.01585,0.12797,0.35929,2/17/2017,42.830002,0.574948665,0.3632342458529889
715,6397,17-Mar-17,7.0,HIMX,Put,0.45,-0.06,0.4,0.5,138.0,986.0,-0.49402,0.4229100000000001,-0.00224,-0.00796,0.00746,0.56008,2/17/2017,6.94,0.076659822,0.5567059074207352
716,6399,16-Jun-17,7.0,HIMX,Put,0.85,-0.1,0.75,0.9,50.0,676.0,-0.44507,0.2134,-0.00921,-0.00349,0.0152,0.54513,2/17/2017,6.94,0.325804244,0.542895979305549
717,6403,18-Jan-19,7.0,HIMX,Call,1.85,0.09,1.7,2.05,14.0,955.0,0.67156,0.08728,0.05235,-0.00179,0.03361,0.45378,2/17/2017,6.94,1.916495551,0.4563941878356001
718,6404,18-Jan-19,7.0,HIMX,Put,2.1,-0.6,1.95,2.25,202.0,150.0,-0.32704,0.06941,-0.05172,-0.00132,0.03308,0.61939,2/17/2017,6.94,1.916495551,0.623443045309275
719,6407,17-Mar-17,40.0,HOLX,Call,0.75,-0.05,0.7,0.95,5.0,1326.0,0.97418,0.08849,0.02955,-0.00675,0.00866,0.15888,2/17/2017,40.0,0.076659822,0.1593303934427245
720,6442,17-Mar-17,15.0,HBAN,Call,0.07,-0.05,0.07,0.09,25.0,349.0,0.8604200000000001,0.4645,0.00973,-0.00414,0.00971,0.20813,2/17/2017,14.13,0.076659822,0.20791989505880107
721,6447,21-Apr-17,14.0,HBAN,Put,0.56,0.05,0.51,0.56,77.0,450.0,-0.2225,0.13047999999999998,-0.00527,-0.00644,0.02279,0.28086,2/17/2017,14.13,0.1724846,0.28246661646876914
722,6451,17-Mar-17,75.0,IAC,Call,1.65,-0.7,1.65,1.9,10.0,140.0,0.37637,0.04475,0.01884,-0.07078999999999999,0.0792,0.16244,2/17/2017,75.379997,0.076659822,0.16347137231734013
723,6452,17-Mar-17,70.0,IAC,Put,0.35,0.05,0.3,0.4,12.0,710.0,-0.24875,0.13754,-0.01115,-0.01394,0.07124,0.24703000000000006,2/17/2017,75.379997,0.076659822,0.25171984960700294
724,6544,17-Mar-17,30.0,PI,Put,1.4,0.75,1.1,1.5,266.0,152.0,-0.35827,0.07562999999999999,-0.008409999999999999,-0.03703,0.03254,0.58341,2/17/2017,31.17,0.076659822,0.5807517782105516
725,6550,17-Mar-17,55.0,INCR,Call,1.99,0.39,1.5,2.35,24.0,70.0,0.48328,0.08457,0.01881,-0.04428,0.05897,0.35732,2/17/2017,54.5,0.076659822,0.3596723890765792
726,6555,17-Mar-17,130.0,INCY,Call,1.8,-0.3,1.65,1.9,78.0,699.0,0.25247,0.03113,0.02231,-0.07615,0.09256,0.37217,2/17/2017,120.489998,0.076659822,0.37281220624903244
727,6556,17-Mar-17,110.0,INCY,Put,1.85,-0.13,1.5,2.05,38.0,309.0,-0.18376,0.01813,-0.01705,-0.08026,0.0805,0.44335,2/17/2017,120.489998,0.076659822,0.4469938461951683
728,6558,17-Mar-17,120.0,INCY,Put,5.0,-0.2,4.7,5.6,61.0,112.0,-0.4238,0.02494,-0.03826,-0.12865,0.12885,0.40769,2/17/2017,120.489998,0.076659822,0.4052995944928346
729,6564,19-Jan-18,130.0,INCY,Put,23.6,1.74,22.3,24.4,5.0,4.0,-0.46162,0.00889,-0.4817,-0.02469,0.45368,0.43648,2/17/2017,120.489998,0.919917864,0.43664233290987575
730,6586,17-Mar-17,12.0,INSY,Call,0.6,0.13,0.35,0.9,30.0,140.0,0.41401,0.16681,0.00302,-0.01944,0.01239,0.76463,2/17/2017,11.1,0.076659822,0.7667406187947552
731,6590,19-May-17,12.0,INSY,Call,1.1,0.1,1.05,1.2,4.0,1323.0,0.48004,0.12202,0.01066,-0.00898,0.02223,0.64588,2/17/2017,11.1,0.249144422,0.644613638584479
732,6594,17-Mar-17,25.0,IDTI,Call,0.55,-0.05,0.5,0.6,71.0,158.0,0.2191,0.09698,0.0034100000000000003,-0.01941,0.01714,0.29197,2/17/2017,24.42,0.076659822,0.2875610226914406
733,6598,19-May-17,26.0,IDTI,Call,1.24,0.04,1.2,1.35,5.0,235.0,0.37096,0.05608,0.0166,-0.01765,0.04651,0.36819,2/17/2017,24.42,0.249144422,0.37080091038936236
734,6606,24-Feb-17,36.5,INTC,Call,0.2,-0.03,0.21,0.24,1854.0,2197.0,0.47006,0.7532399999999999,0.00318,-0.02101,0.01953,0.1021,2/17/2017,36.48,0.019164956,0.09902724555777201
735,6622,10-Mar-17,35.5,INTC,Call,1.15,0.14,1.14,1.17,33.0,136.0,0.83391,0.23862,0.01674,-0.0118,0.02049,0.12928,2/17/2017,36.48,0.05749486700000001,0.13094239854773634
736,6634,24-Mar-17,36.0,INTC,Call,0.91,0.06,0.93,0.98,18.0,2084.0,0.64984,0.23844,0.02174,-0.01311,0.042,0.13078,2/17/2017,36.48,0.095824778,0.12791190146153958
737,6635,24-Mar-17,36.5,INTC,Call,0.64,0.02,0.65,0.69,15.0,372.0,0.53275,0.28924,0.01804,-0.0127,0.04367,0.12897999999999998,2/17/2017,36.48,0.095824778,0.13260307650978517
738,6637,24-Mar-17,37.5,INTC,Call,0.25,0.02,0.25,0.29,557.0,133.0,0.27459,0.23728,0.00942,-0.00975,0.03175,0.13205,2/17/2017,36.48,0.095824778,0.131300969686334
739,6645,10-Mar-17,35.5,INTC,Put,0.19,-0.04,0.16,0.2,133.0,2646.0,-0.21825,0.23145,-0.00392,-0.0104,0.02347,0.16037,2/17/2017,36.48,0.05749486700000001,0.16405640472620758
740,6650,17-Mar-17,34.0,INTC,Put,0.08,-0.02,0.07,0.08,22.0,5222.0,-0.07577,0.07797,-0.00182,-0.005520000000000001,0.02166,0.19553,2/17/2017,36.48,0.076659822,0.19612254713806868
741,6652,17-Mar-17,36.0,INTC,Put,0.41,-0.02,0.39,0.4,283.0,16156.0,-0.35601,0.26487,-0.00856,-0.00948,0.03775,0.15911,2/17/2017,36.48,0.076659822,0.16336925822521478
742,6667,21-Apr-17,38.0,INTC,Call,0.34,-0.02,0.34,0.37,1906.0,33691.0,0.27224,0.17372,0.01678,-0.0075,0.04421,0.1319,2/17/2017,36.48,0.1724846,0.13676182449325558
743,6668,21-Apr-17,39.0,INTC,Call,0.15,-0.03,0.15,0.19,136.0,9150.0,0.1513,0.11257,0.00938,-0.00532,0.047,0.13922,2/17/2017,36.48,0.1724846,0.13646887099286834
744,6669,21-Apr-17,40.0,INTC,Call,0.07,-0.01,0.06,0.08,2.0,14019.0,0.07936,0.06735,0.00495,-0.00329,0.02141,0.14585,2/17/2017,36.48,0.1724846,0.14209442919064497
745,6670,21-Apr-17,33.0,INTC,Put,0.16,-0.02,0.14,0.16,9.0,4610.0,-0.09405,0.05648,-0.005370000000000001,-0.00417,0.03298,0.20451,2/17/2017,36.48,0.1724846,0.20774506867746015
746,6678,19-May-17,35.0,INTC,Call,2.15,-0.02,2.23,2.29,10.0,774.0,0.75734,0.1125,0.06323,-0.00958,0.06312999999999999,0.15434,2/17/2017,36.48,0.249144422,0.14955630583190008
747,6682,19-May-17,38.0,INTC,Call,0.68,0.06,0.66,0.72,30.0,2712.0,0.36226,0.13402,0.0315,-0.00886,0.07667,0.16118,2/17/2017,36.48,0.249144422,0.16226887013103508
748,6687,19-May-17,36.0,INTC,Put,1.31,-0.01,1.25,1.28,89.0,2627.0,-0.40699,0.11169,-0.03103,-0.00762,0.0687,0.22902,2/17/2017,36.48,0.249144422,0.23063509491261644
749,6695,16-Jun-17,38.0,INTC,Call,0.84,0.06,0.85,0.88,54.0,4668.0,0.39968,0.11965,0.045,-0.00825,0.08726,0.16015,2/17/2017,36.48,0.325804244,0.15854158902051088
750,6704,21-Jul-17,35.0,INTC,Call,2.46,-0.02,2.57,2.66,30.0,3510.0,0.7732,0.10094,0.10856,-0.0073799999999999985,0.07778,0.14207999999999998,2/17/2017,36.48,0.421629021,0.13886340120213844
751,6710,21-Jul-17,39.0,INTC,Call,0.73,0.05,0.72,0.79,93.0,3371.0,0.33866,0.1,0.04939,-0.00733,0.10385,0.15533,2/17/2017,36.48,0.421629021,0.15827921944122614
752,6713,21-Jul-17,34.0,INTC,Put,0.99,-0.02,0.93,1.0,6.0,2074.0,-0.26229,0.06358,-0.03659,-0.005220000000000001,0.08208,0.23623,2/17/2017,36.48,0.421629021,0.2358152003876939
753,6719,18-Aug-17,36.0,INTC,Call,2.2,0.01,2.17,2.23,8.0,226.0,0.65937,0.10927,0.11021,-0.0075099999999999984,0.09249,0.1633,2/17/2017,36.48,0.498288843,0.16232138906315283
754,6733,19-Jan-18,35.0,INTC,Put,2.58,-0.03,2.51,2.6,196.0,30390.0,-0.34333,0.04911,-0.09978,-0.00368,0.12488,0.27706,2/17/2017,36.48,0.919917864,0.2727805652954206
755,6763,16-Jun-17,36.0,IBKR,Put,1.1,0.14,1.0,1.2,4.0,95.0,-0.25871,0.05755,-0.02965,-0.007790000000000002,0.0779,0.26946,2/17/2017,38.689999,0.325804244,0.2731833986665481
756,6810,21-Apr-17,10.0,IVAC,Call,1.0,-0.1,0.8,1.15,12.0,201.0,0.52927,0.16775,0.00731,-0.00988,0.015790000000000002,0.44787,2/17/2017,10.4,0.1724846,0.4472518736751115
757,6827,21-Jul-17,110.0,INTU,Put,3.08,-0.52,2.7,3.3,2.0,157.0,-0.24571,0.01775,-0.1113,-0.01804,0.26646,0.24648,2/17/2017,119.860001,0.421629021,0.24981165800460217
758,6846,24-Feb-17,735.0,ISRG,Call,1.55,0.47,1.3,2.0,356.0,3.0,0.24557,0.02574,0.03402,-0.36181,0.27183,0.1281,2/17/2017,724.659973,0.019164956,0.12477044802660879
759,6848,24-Feb-17,740.0,ISRG,Call,0.96,0.37,0.3,1.1,3.0,69.0,0.12371,0.01728,0.01721,-0.21524,0.27984000000000003,0.13330999999999998,2/17/2017,724.659973,0.019164956,0.13511797675829876
760,6876,17-Mar-17,765.0,ISRG,Call,1.61,0.69,0.9,1.45,2.0,3.0,0.09524,0.00629,0.05281,-0.10713,0.2592,0.15533,2/17/2017,724.659973,0.076659822,0.15117670078234227
761,6879,24-Mar-17,730.0,ISRG,Call,10.77,2.02,10.7,12.1,2.0,2.0,0.48926,0.01621,0.33387,-0.21901,0.88676,0.13814,2/17/2017,724.659973,0.095824778,0.13741762941790497
762,6882,3-Mar-17,700.0,ISRG,Put,1.53,-3.11,0.55,3.1,15.0,7.0,-0.1546,0.00901,-0.04024,-0.24153,0.34453,0.16223,2/17/2017,724.659973,0.038329911,0.16417131131826135
763,6883,3-Mar-17,715.0,ISRG,Put,5.02,-3.47,2.85,6.1,1.0,6.0,-0.30038000000000004,0.015819999999999997,-0.07247999999999999,-0.29343,0.53335,0.16158,2/17/2017,724.659973,0.038329911,0.16623332842865754
764,6891,17-Mar-17,670.0,ISRG,Put,1.15,-0.91,0.9,1.35,16.0,39.0,-0.05644,0.00298,-0.03064,-0.08411,0.19323,0.19589,2/17/2017,724.659973,0.076659822,0.1964530074372849
765,6892,17-Mar-17,675.0,ISRG,Put,1.55,-0.91,1.15,1.65,6.0,33.0,-0.0663,0.00353,-0.03557,-0.0947,0.19983,0.1912,2/17/2017,724.659973,0.076659822,0.19605527704862225
766,6893,17-Mar-17,680.0,ISRG,Put,1.85,-0.87,1.45,2.0,3.0,31.0,-0.07945,0.004229999999999999,-0.03834,-0.10739,0.45899,0.18644,2/17/2017,724.659973,0.076659822,0.18987844238840426
767,6895,17-Mar-17,690.0,ISRG,Put,2.61,-1.2,2.4,3.0,5.0,76.0,-0.10257,0.00585,-0.05127,-0.10344,0.45904,0.17411,2/17/2017,724.659973,0.076659822,0.17646009356321982
768,6899,17-Mar-17,710.0,ISRG,Put,7.0,-2.52,6.2,7.1,17.0,24.0,-0.31474,0.00954,-0.15277000000000002,-0.24601,0.74911,0.17017000000000002,2/17/2017,724.659973,0.076659822,0.17216596517941646
769,6917,21-Apr-17,725.0,ISRG,Call,23.99,3.83,21.5,25.4,7.0,341.0,0.56245,0.00772,0.66551,-0.26452,1.15767,0.1835,2/17/2017,724.659973,0.1724846,0.18577824459688386
770,6918,21-Apr-17,730.0,ISRG,Call,20.5,2.32,18.9,22.5,1.0,82.0,0.5270199999999999,0.00747,0.6239100000000001,-0.26298,1.17321,0.1751,2/17/2017,724.659973,0.1724846,0.1770584869603407
771,6920,21-Apr-17,745.0,ISRG,Call,14.37,2.37,13.1,15.3,14.0,20.0,0.41575,0.007490000000000002,0.49741,-0.22983,1.22368,0.17708,2/17/2017,724.659973,0.1724846,0.17812131253029861
772,6931,21-Apr-17,700.0,ISRG,Put,13.42,-2.58,12.3,13.5,11.0,91.0,-0.30293000000000003,0.005679999999999999,-0.33811,-0.17137,1.10101,0.21443,2/17/2017,724.659973,0.1724846,0.21296960890929448
773,6943,21-Jul-17,760.0,ISRG,Put,57.88,-65.32,56.2,59.8,1.0,2.0,-0.5777800000000001,0.00433,-1.33949,-0.10272,1.87856,0.22625,2/17/2017,724.659973,0.421629021,0.22939494404985078
774,6950,19-Jan-18,740.0,ISRG,Put,68.1,-49.0,64.9,69.0,10.0,26.0,-0.45082,0.00263,-2.33776,-0.08081,2.65746,0.26024,2/17/2017,724.659973,0.919917864,0.2556518115177409
775,6985,17-Mar-17,125.0,IPGP,Call,0.96,0.16,0.8,1.15,7.0,309.0,0.34204,0.09099,0.03159,-0.03818,0.13937,0.20568000000000006,2/17/2017,119.5,0.076659822,0.2103639708197302
776,6990,21-Apr-17,115.0,IPGP,Put,2.75,0.65,2.45,2.9,5.0,75.0,-0.26702,0.02147,-0.05147,-0.04339,0.18434,0.24997,2/17/2017,119.5,0.1724846,0.2519770204688431
777,6994,21-Jul-17,115.0,IPGP,Put,6.14,0.91,5.6,6.6,8.0,9.0,-0.31743000000000005,0.01395,-0.15779,-0.02941,0.2866,0.29333000000000004,2/17/2017,119.5,0.421629021,0.291855209841121
778,7027,24-Feb-17,121.0,TLT,Call,0.43,0.15,0.42,0.46,667.0,6069.0,0.4197,0.25228,0.00944,-0.05895,0.06532,0.10208,2/17/2017,120.32,0.019164956,0.10400361793185497
779,7033,24-Feb-17,116.0,TLT,Put,0.02,-0.01,0.01,0.03,972.0,1468.0,-0.03678,0.02945,-0.00078,-0.01684,0.01679,0.1336,2/17/2017,120.32,0.019164956,0.1356655124508618
780,7034,24-Feb-17,116.5,TLT,Put,0.03,-0.03,0.02,0.03,78.0,1215.0,-0.02024,0.02269,-0.00041,-0.00853,0.01645,0.1339,2/17/2017,120.32,0.019164956,0.13113980890209592
781,7037,24-Feb-17,118.0,TLT,Put,0.12,-0.08,0.1,0.12,167.0,1205.0,-0.1452,0.09098,-0.00302,-0.04519,0.04052,0.12031,2/17/2017,120.32,0.019164956,0.12323760874475394
782,7038,24-Feb-17,118.5,TLT,Put,0.17,-0.14,0.15,0.17,282.0,2226.0,-0.14766,0.11307,-0.00307,-0.03683,0.04027,0.11668,2/17/2017,120.32,0.019164956,0.11738549083901999
